algorithm,dataset,size,seed,repetition,runtime_ns,comparisons,writes,partition_calls,max_recursion_depth,peak_mem_bytes,correct,error
builtin_sorted,random,10000,7,0,68080200,119757,0,0,0,1211084,True,
builtin_sorted,random,10000,8,0,68445700,119723,0,0,0,1211084,True,
builtin_sorted,random,10000,9,0,67832500,119775,0,0,0,1211084,True,
builtin_sorted,random,10000,10,0,68430600,119834,0,0,0,1211084,True,
builtin_sorted,random,10000,11,0,68173000,119833,0,0,0,1211084,True,
builtin_sorted,random,10000,12,0,68934400,119726,0,0,0,1211084,True,
builtin_sorted,random,10000,13,0,67926100,119850,0,0,0,1211084,True,
builtin_sorted,random,10000,14,0,66940900,119819,0,0,0,1211084,True,
builtin_sorted,random,10000,15,0,67811200,119774,0,0,0,1211084,True,
builtin_sorted,reverse,1000,1,0,443400,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,2,0,446300,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,3,0,448100,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,4,0,437600,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,5,0,433100,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,6,0,536000,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,7,0,452100,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,8,0,459100,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,9,0,450800,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,10,0,447600,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,11,0,439800,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,12,0,473500,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,13,0,442500,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,14,0,475800,999,0,0,0,122444,True,
builtin_sorted,reverse,1000,15,0,441900,999,0,0,0,122444,True,
builtin_sorted,reverse,5000,1,0,2635800,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,2,0,2723100,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,3,0,2702800,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,4,0,2641800,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,5,0,2596800,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,6,0,2620200,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,7,0,2816700,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,8,0,3225500,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,9,0,2740900,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,10,0,2599400,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,11,0,2642100,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,12,0,2828900,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,13,0,2790100,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,14,0,2749700,4999,0,0,0,604492,True,
builtin_sorted,reverse,5000,15,0,2608600,4999,0,0,0,604492,True,
builtin_sorted,reverse,10000,1,0,5803000,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,2,0,5403200,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,3,0,5529300,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,4,0,5449600,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,5,0,6062700,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,6,0,5286300,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,7,0,5526500,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,8,0,5591800,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,9,0,5254200,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,10,0,5589800,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,11,0,5397700,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,12,0,5545100,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,13,0,5448600,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,14,0,5357100,9999,0,0,0,1211084,True,
builtin_sorted,reverse,10000,15,0,5639200,9999,0,0,0,1211084,True,
builtin_sorted,presorted,1000,1,0,443400,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,2,0,572200,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,3,0,445000,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,4,0,434500,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,5,0,449300,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,6,0,450000,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,7,0,441800,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,8,0,456200,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,9,0,454600,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,10,0,446800,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,11,0,454100,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,12,0,437600,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,13,0,458100,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,14,0,452700,999,0,0,0,122444,True,
builtin_sorted,presorted,1000,15,0,443100,999,0,0,0,122444,True,
builtin_sorted,presorted,5000,1,0,2535500,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,2,0,2644700,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,3,0,2962300,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,4,0,2687400,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,5,0,2602400,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,6,0,2750200,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,7,0,2751400,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,8,0,2603200,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,9,0,2613400,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,10,0,2628200,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,11,0,2623500,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,12,0,2613900,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,13,0,2749200,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,14,0,2761300,4999,0,0,0,604492,True,
builtin_sorted,presorted,5000,15,0,2644900,4999,0,0,0,604492,True,
builtin_sorted,presorted,10000,1,0,5309300,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,2,0,5437800,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,3,0,5408700,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,4,0,5535600,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,5,0,5321300,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,6,0,5326800,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,7,0,5451600,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,8,0,5429500,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,9,0,5590500,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,10,0,5323300,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,11,0,5447000,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,12,0,5494600,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,13,0,5252900,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,14,0,5431800,9999,0,0,0,1211084,True,
builtin_sorted,presorted,10000,15,0,5349600,9999,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,1000,1,0,3588100,6880,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,2,0,3443400,6414,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,3,0,3457300,6501,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,4,0,3503600,6581,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,5,0,3719600,6590,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,6,0,3493200,6478,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,7,0,3613300,6479,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,8,0,3923500,6603,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,9,0,3645700,6500,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,10,0,3549400,6629,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,11,0,3669900,6545,0,0,0,122448,True,
builtin_sorted,presorted_10pct_swaps,1000,12,0,3579600,6549,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,13,0,3543000,6616,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,14,0,3818000,6442,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,1000,15,0,4174600,6705,0,0,0,122444,True,
builtin_sorted,presorted_10pct_swaps,5000,1,0,20449100,33961,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,2,0,19311000,34701,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,3,0,20073300,34149,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,4,0,19452000,34125,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,5,0,19171600,33673,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,6,0,19699300,34162,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,7,0,25196100,34935,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,8,0,24469600,34547,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,9,0,18668100,33723,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,10,0,19244700,33832,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,11,0,22461000,34038,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,12,0,19232900,34851,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,13,0,20266300,34430,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,14,0,18694600,34146,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,5000,15,0,19120200,34215,0,0,0,604492,True,
builtin_sorted,presorted_10pct_swaps,10000,1,0,39860800,71737,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,2,0,42904900,71202,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,3,0,40851000,71580,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,4,0,40065500,70514,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,5,0,39730200,71428,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,6,0,38800200,69867,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,7,0,40485500,71234,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,8,0,42562700,70839,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,9,0,40680600,71241,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,10,0,41355300,71280,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,11,0,40373700,71188,0,0,0,1211088,True,
builtin_sorted,presorted_10pct_swaps,10000,12,0,44682100,71127,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,13,0,39733100,70344,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,14,0,39932300,70549,0,0,0,1211084,True,
builtin_sorted,presorted_10pct_swaps,10000,15,0,40973700,71790,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,1000,1,0,4810700,8126,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,2,0,4755300,7863,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,3,0,4602500,8007,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,4,0,4322800,7990,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,5,0,4472000,7965,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,6,0,4777700,7858,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,7,0,4760800,7933,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,8,0,4816800,8199,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,9,0,4281500,8033,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,10,0,4425300,8122,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,11,0,4436400,7919,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,12,0,4674400,8033,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,13,0,4317400,7995,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,14,0,4456900,8093,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,1000,15,0,4695200,8085,0,0,0,122444,True,
builtin_sorted,presorted_25pct_swaps,5000,1,0,27610300,46033,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,2,0,25557500,44961,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,3,0,27038600,45768,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,4,0,26008200,44762,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,5,0,25451400,45149,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,6,0,25612500,45335,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,7,0,26231900,45893,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,8,0,25654400,45377,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,9,0,25977100,45470,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,10,0,25473100,45256,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,11,0,26467100,45967,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,12,0,28173000,45943,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,13,0,25895800,45535,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,14,0,24962600,45553,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,5000,15,0,24978800,45390,0,0,0,604492,True,
builtin_sorted,presorted_25pct_swaps,10000,1,0,53343200,96517,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,2,0,54005900,96308,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,3,0,52630300,95764,0,0,0,1211088,True,
builtin_sorted,presorted_25pct_swaps,10000,4,0,53233700,95708,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,5,0,52859800,95456,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,6,0,52951300,96069,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,7,0,53582100,96100,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,8,0,53143200,95355,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,9,0,53420200,95929,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,10,0,54894100,96891,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,11,0,53464800,96762,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,12,0,53641600,95459,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,13,0,53007500,95287,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,14,0,53292100,96928,0,0,0,1211084,True,
builtin_sorted,presorted_25pct_swaps,10000,15,0,53287600,96291,0,0,0,1211084,True,
builtin_sorted,duplicates_10,1000,1,0,4807500,6808,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,2,0,3696500,6835,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,3,0,3648800,6789,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,4,0,3640900,6785,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,5,0,3799600,6768,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,6,0,3696500,6774,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,7,0,3755400,6750,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,8,0,3855500,6793,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,9,0,3659500,6776,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,10,0,3622700,6730,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,11,0,3685900,6778,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,12,0,3880500,6725,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,13,0,3592500,6759,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,14,0,3635000,6813,0,0,0,122444,True,
builtin_sorted,duplicates_10,1000,15,0,3751300,6803,0,0,0,122444,True,
builtin_sorted,duplicates_10,5000,1,0,19519800,35361,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,2,0,19964400,35096,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,3,0,19456000,35429,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,4,0,19994600,35313,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,5,0,19751800,35231,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,6,0,19512300,35397,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,7,0,19783600,35280,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,8,0,19245800,35147,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,9,0,21902900,35218,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,10,0,20035700,35267,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,11,0,19522700,35183,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,12,0,20364400,35297,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,13,0,20134700,35322,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,14,0,21040300,35290,0,0,0,604492,True,
builtin_sorted,duplicates_10,5000,15,0,19493100,35267,0,0,0,604492,True,
builtin_sorted,duplicates_10,10000,1,0,40681700,71051,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,2,0,41624400,70794,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,3,0,40083300,71007,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,4,0,38723700,70797,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,5,0,39450900,70943,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,6,0,39390500,71108,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,7,0,40297400,71039,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,8,0,53746400,70848,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,9,0,39031100,70612,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,10,0,39472000,70895,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,11,0,39420600,70786,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,12,0,43317300,70886,0,0,0,1211088,True,
builtin_sorted,duplicates_10,10000,13,0,45573600,71047,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,14,0,44426600,70818,0,0,0,1211084,True,
builtin_sorted,duplicates_10,10000,15,0,40090800,70801,0,0,0,1211084,True,
mergesort,random,1000,1,0,22023300,8705,9976,0,11,123780,True,
mergesort,random,1000,2,0,22480700,8694,9976,0,11,123780,True,
mergesort,random,1000,3,0,21801700,8729,9976,0,11,123780,True,
mergesort,random,1000,4,0,25343800,8691,9976,0,11,123780,True,
mergesort,random,1000,5,0,22809600,8737,9976,0,11,123780,True,
mergesort,random,1000,6,0,21930500,8701,9976,0,11,123780,True,
mergesort,random,1000,7,0,22299000,8727,9976,0,11,123780,True,
mergesort,random,1000,8,0,22095600,8718,9976,0,11,123780,True,
mergesort,random,1000,9,0,21865200,8713,9976,0,11,123780,True,
mergesort,random,1000,10,0,22262100,8703,9976,0,11,123780,True,
mergesort,random,1000,11,0,22219800,8712,9976,0,11,123780,True,
mergesort,random,1000,12,0,22297500,8705,9976,0,11,123780,True,
mergesort,random,1000,13,0,22679800,8722,9976,0,11,123780,True,
mergesort,random,1000,14,0,22382100,8715,9976,0,11,123780,True,
mergesort,random,1000,15,0,21622900,8715,9976,0,11,123780,True,
mergesort,random,5000,1,0,168820900,55245,61808,0,14,606964,True,
mergesort,random,5000,2,0,167954900,55232,61808,0,14,606964,True,
mergesort,random,5000,3,0,168386000,55149,61808,0,14,606968,True,
mergesort,random,5000,4,0,166975600,55170,61808,0,14,606964,True,
mergesort,random,5000,5,0,165008400,55204,61808,0,14,606964,True,
mergesort,random,5000,6,0,166042700,55176,61808,0,14,606964,True,
mergesort,random,5000,7,0,166148300,55224,61808,0,14,606964,True,
mergesort,random,5000,8,0,167863000,55218,61808,0,14,606964,True,
mergesort,random,5000,9,0,166909300,55231,61808,0,14,606968,True,
mergesort,random,5000,10,0,167002200,55283,61808,0,14,606964,True,
mergesort,random,5000,11,0,169070400,55174,61808,0,14,606964,True,
mergesort,random,5000,12,0,165641300,55245,61808,0,14,606964,True,
mergesort,random,5000,13,0,165033600,55314,61808,0,14,606964,True,
mergesort,random,5000,14,0,163944000,55264,61808,0,14,606964,True,
mergesort,random,5000,15,0,167614700,55252,61808,0,14,606968,True,
mergesort,random,10000,1,0,377646100,120326,133616,0,15,1216908,True,
mergesort,random,10000,2,0,394173300,120546,133616,0,15,1216908,True,
mergesort,random,10000,3,0,377059400,120479,133616,0,15,1216912,True,
mergesort,random,10000,4,0,385492900,120401,133616,0,15,1216908,True,
mergesort,random,10000,5,0,380094000,120372,133616,0,15,1216908,True,
mergesort,random,10000,6,0,387365200,120410,133616,0,15,1216912,True,
mergesort,random,10000,7,0,381468200,120410,133616,0,15,1216908,True,
mergesort,random,10000,8,0,381553100,120480,133616,0,15,1216912,True,
mergesort,random,10000,9,0,392365600,120514,133616,0,15,1216908,True,
mergesort,random,10000,10,0,414074800,120451,133616,0,15,1216908,True,
mergesort,random,10000,11,0,381214500,120330,133616,0,15,1216912,True,
mergesort,random,10000,12,0,382358600,120541,133616,0,15,1216908,True,
mergesort,random,10000,13,0,384822400,120404,133616,0,15,1216908,True,
mergesort,random,10000,14,0,382592400,120472,133616,0,15,1216912,True,
mergesort,random,10000,15,0,380032100,120522,133616,0,15,1216908,True,
mergesort,reverse,1000,1,0,21431300,5044,9976,0,11,123780,True,
mergesort,reverse,1000,2,0,21273700,5044,9976,0,11,123780,True,
mergesort,reverse,1000,3,0,21376100,5044,9976,0,11,123780,True,
mergesort,reverse,1000,4,0,20983900,5044,9976,0,11,123780,True,
mergesort,reverse,1000,5,0,20905200,5044,9976,0,11,123780,True,
mergesort,reverse,1000,6,0,20667500,5044,9976,0,11,123780,True,
mergesort,reverse,1000,7,0,20897200,5044,9976,0,11,123780,True,
mergesort,reverse,1000,8,0,21121300,5044,9976,0,11,123780,True,
mergesort,reverse,1000,9,0,21605500,5044,9976,0,11,123780,True,
mergesort,reverse,1000,10,0,20752000,5044,9976,0,11,123780,True,
mergesort,reverse,1000,11,0,20895400,5044,9976,0,11,123780,True,
mergesort,reverse,1000,12,0,25685000,5044,9976,0,11,123780,True,
mergesort,reverse,1000,13,0,20747900,5044,9976,0,11,123780,True,
mergesort,reverse,1000,14,0,20817100,5044,9976,0,11,123784,True,
mergesort,reverse,1000,15,0,21392800,5044,9976,0,11,123780,True,
mergesort,reverse,5000,1,0,161387700,32004,61808,0,14,606964,True,
mergesort,reverse,5000,2,0,156668800,32004,61808,0,14,606964,True,
mergesort,reverse,5000,3,0,156370000,32004,61808,0,14,606964,True,
mergesort,reverse,5000,4,0,155807900,32004,61808,0,14,606964,True,
mergesort,reverse,5000,5,0,157370200,32004,61808,0,14,606964,True,
mergesort,reverse,5000,6,0,155958100,32004,61808,0,14,606964,True,
mergesort,reverse,5000,7,0,185783000,32004,61808,0,14,606968,True,
mergesort,reverse,5000,8,0,159954100,32004,61808,0,14,606964,True,
mergesort,reverse,5000,9,0,160760200,32004,61808,0,14,606964,True,
mergesort,reverse,5000,10,0,160003000,32004,61808,0,14,606964,True,
mergesort,reverse,5000,11,0,157648500,32004,61808,0,14,606964,True,
mergesort,reverse,5000,12,0,158253000,32004,61808,0,14,606964,True,
mergesort,reverse,5000,13,0,159270200,32004,61808,0,14,606968,True,
mergesort,reverse,5000,14,0,157181700,32004,61808,0,14,606964,True,
mergesort,reverse,5000,15,0,161374700,32004,61808,0,14,606964,True,
mergesort,reverse,10000,1,0,367614000,69008,133616,0,15,1216908,True,
mergesort,reverse,10000,2,0,366079900,69008,133616,0,15,1216912,True,
mergesort,reverse,10000,3,0,353876700,69008,133616,0,15,1216908,True,
mergesort,reverse,10000,4,0,359569700,69008,133616,0,15,1216908,True,
mergesort,reverse,10000,5,0,370224200,69008,133616,0,15,1216912,True,
